COD_DISCIPLINA;NOME_DISCIPLINA;COD_TURMA;VAGAS_OFERECIDAS;DIA_SEMANA;HR_INICIO;HR_FIM;TIPO_AULA;COD_CURSO;NOME_DEPTO;PERIODO
BE071;Esportes Ginásticos;T;35;4ª feira;15:30:00;17:30:00;Prática;38C;Departamento de Educação Física;1o. Semestre de 2017
BE071;Esportes Ginásticos;T;35;2ª feira;15:30:00;17:30:00;Teórica;38C;Departamento de Educação Física;1o. Semestre de 2017
BE071;Esportes Ginásticos;X;40;2ª feira;09:30:00;11:30:00;Teórica;38C;Departamento de Educação Física;1o. Semestre de 2017
BE071;Esportes Ginásticos;X;40;4ª feira;09:30:00;11:30:00;Prática;38C;Departamento de Educação Física;1o. Semestre de 2017
BE073;Seminário de Monografia A;AC;0;Sábado;13:30:00;15:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE073;Seminário de Monografia A;AR;0;Sábado;13:30:00;15:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE073;Seminário de Monografia A;CC;0;Sábado;13:30:00;15:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE073;Seminário de Monografia A;FC;0;Sábado;13:30:00;15:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE073;Seminário de Monografia A;FM;0;Sábado;13:30:00;15:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE073;Seminário de Monografia A;GP;0;Sábado;13:30:00;15:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE073;Seminário de Monografia A;HM;0;Sábado;13:30:00;15:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE073;Seminário de Monografia A;IL;0;Sábado;13:30:00;15:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE073;Seminário de Monografia A;JP;0;Sábado;13:30:00;15:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE073;Seminário de Monografia A;JS;0;Sábado;13:30:00;15:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE073;Seminário de Monografia A;LB;0;Sábado;13:30:00;15:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE073;Seminário de Monografia A;LG;0;Sábado;13:30:00;15:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE073;Seminário de Monografia A;MG;2;Sábado;13:30:00;15:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE073;Seminário de Monografia A;MM;0;Sábado;13:30:00;15:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE073;Seminário de Monografia A;MR;1;Sábado;13:30:00;15:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE073;Seminário de Monografia A;NL;0;Sábado;13:30:00;15:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE073;Seminário de Monografia A;PB;0;Sábado;13:30:00;15:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE073;Seminário de Monografia A;RG;0;Sábado;13:30:00;15:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE073;Seminário de Monografia A;RO;0;Sábado;13:30:00;15:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE073;Seminário de Monografia A;RS;2;Sábado;13:30:00;15:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE073;Seminário de Monografia A;RV;0;Sábado;13:30:00;15:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE073;Seminário de Monografia A;SA;0;Sábado;13:30:00;15:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE073;Seminário de Monografia A;SD;2;Sábado;13:30:00;15:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE073;Seminário de Monografia A;SG;0;Sábado;13:30:00;15:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE073;Seminário de Monografia A;SR;2;Sábado;13:30:00;15:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE073;Seminário de Monografia A;SS;0;Sábado;13:30:00;15:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE073;Seminário de Monografia A;TP;0;Sábado;13:30:00;15:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE073;Seminário de Monografia A;VM;0;Sábado;13:30:00;15:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE073;Seminário de Monografia A;VO;0;Sábado;13:30:00;15:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE073;Seminário de Monografia A;VP;1;Sábado;13:30:00;15:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE073;Seminário de Monografia A;WC;0;Sábado;13:30:00;15:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE073;Seminário de Monografia A;WM;0;Sábado;13:30:00;15:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE074;Atuação Profissional no Lazer;W;35;5ª feira;13:30:00;15:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE074;Atuação Profissional no Lazer;W;35;2ª feira;13:30:00;15:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE074;Atuação Profissional no Lazer;Y;45;5ª feira;09:30:00;11:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE074;Atuação Profissional no Lazer;Y;45;2ª feira;09:30:00;11:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE075;Políticas Públicas para o Esporte e Lazer;W;35;3ª feira;13:30:00;15:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE075;Políticas Públicas para o Esporte e Lazer;W;35;4ª feira;15:30:00;17:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE075;Políticas Públicas para o Esporte e Lazer;Y;43;4ª feira;09:30:00;11:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE075;Políticas Públicas para o Esporte e Lazer;Y;43;3ª feira;09:30:00;11:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE076;Organização e Administração na Educação Física;W;35;4ª feira;13:30:00;15:30:00;Prática;38D;Departamento de Educação Física;1o. Semestre de 2017
BE076;Organização e Administração na Educação Física;W;35;3ª feira;15:30:00;17:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE076;Organização e Administração na Educação Física;Y;39;4ª feira;07:30:00;09:30:00;Prática;38D;Departamento de Educação Física;1o. Semestre de 2017
BE076;Organização e Administração na Educação Física;Y;39;3ª feira;07:30:00;09:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE077;Atividade Física e Saúde;W;35;5ª feira;15:30:00;17:30:00;Prática;38D;Departamento de Educação Física;1o. Semestre de 2017
BE077;Atividade Física e Saúde;W;35;2ª feira;15:30:00;17:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE077;Atividade Física e Saúde;Y;43;2ª feira;07:30:00;09:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE077;Atividade Física e Saúde;Y;43;5ª feira;07:30:00;09:30:00;Prática;38D;Departamento de Educação Física;1o. Semestre de 2017
BE078;Estágio B;FC;20;Sábado;07:30:00;09:30:00;Estágio;38D;Departamento de Educação Física;1o. Semestre de 2017
BE078;Estágio B;HM;20;Sábado;07:30:00;09:30:00;Estágio;38D;Departamento de Educação Física;1o. Semestre de 2017
BE078;Estágio B;IL;20;Sábado;07:30:00;09:30:00;Estágio;38D;Departamento de Educação Física;1o. Semestre de 2017
BE078;Estágio B;JP;27;Sábado;07:30:00;09:30:00;Estágio;38D;Departamento de Educação Física;1o. Semestre de 2017
BE078;Estágio B;RE;30;Sábado;07:30:00;09:30:00;Estágio;38D;Departamento de Educação Física;1o. Semestre de 2017
BE078;Estágio B;SA;20;Sábado;07:30:00;09:30:00;Estágio;38D;Departamento de Educação Física;1o. Semestre de 2017
BE078;Estágio B;TP;20;Sábado;07:30:00;09:30:00;Estágio;38D;Departamento de Educação Física;1o. Semestre de 2017
BE080;Lutas;T;35;4ª feira;13:30:00;15:30:00;Prática;38C;Departamento de Educação Física;1o. Semestre de 2017
BE080;Lutas;T;35;4ª feira;15:30:00;17:30:00;Teórica;38C;Departamento de Educação Física;1o. Semestre de 2017
BE080;Lutas;X;37;6ª feira;07:30:00;09:30:00;Prática;38C;Departamento de Educação Física;1o. Semestre de 2017
BE080;Lutas;X;37;4ª feira;07:30:00;09:30:00;Teórica;38C;Departamento de Educação Física;1o. Semestre de 2017
BE081;Prevenção de Acidentes e Primeiros Socorros;T;35;3ª feira;13:30:00;15:30:00;Teórica;38C;Departamento de Educação Física;1o. Semestre de 2017
BE081;Prevenção de Acidentes e Primeiros Socorros;T;35;3ª feira;15:30:00;17:30:00;Teórica;38C;Departamento de Educação Física;1o. Semestre de 2017
BE081;Prevenção de Acidentes e Primeiros Socorros;X;38;3ª feira;07:30:00;09:30:00;Teórica;38C;Departamento de Educação Física;1o. Semestre de 2017
BE081;Prevenção de Acidentes e Primeiros Socorros;X;38;3ª feira;09:30:00;11:30:00;Teórica;38C;Departamento de Educação Física;1o. Semestre de 2017
BE086;Atividade Física na Infância e na Adolescência;T;45;5ª feira;13:30:00;15:30:00;Prática;38C;Departamento de Educação Física;1o. Semestre de 2017
BE086;Atividade Física na Infância e na Adolescência;T;45;4ª feira;13:30:00;15:30:00;Teórica;38C;Departamento de Educação Física;1o. Semestre de 2017
BE086;Atividade Física na Infância e na Adolescência;X;45;2ª feira;07:30:00;09:30:00;Teórica;38C;Departamento de Educação Física;1o. Semestre de 2017
BE086;Atividade Física na Infância e na Adolescência;X;45;5ª feira;07:30:00;09:30:00;Prática;38C;Departamento de Educação Física;1o. Semestre de 2017
BE088;Educação Física em Contextos Educativos II;T;35;5ª feira;13:30:00;15:30:00;Teórica;38C;Departamento de Educação Física;1o. Semestre de 2017
BE088;Educação Física em Contextos Educativos II;T;35;5ª feira;15:30:00;17:30:00;Prática;38C;Departamento de Educação Física;1o. Semestre de 2017
BE088;Educação Física em Contextos Educativos II;X;36;5ª feira;07:30:00;09:30:00;Teórica;38C;Departamento de Educação Física;1o. Semestre de 2017
BE088;Educação Física em Contextos Educativos II;X;36;5ª feira;09:30:00;11:30:00;Prática;38C;Departamento de Educação Física;1o. Semestre de 2017
BE099;Seminários Temáticos A;T;35;6ª feira;13:30:00;15:30:00;Teórica;38C;Departamento de Educação Física;1o. Semestre de 2017
BE099;Seminários Temáticos A;X;38;4ª feira;09:30:00;11:30:00;Teórica;38C;Departamento de Educação Física;1o. Semestre de 2017
BE101;Pedagogia do Movimento Humano;W;35;2ª feira;15:30:00;17:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE101;Pedagogia do Movimento Humano;W;35;3ª feira;15:30:00;17:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE101;Pedagogia do Movimento Humano;Y;37;3ª feira;07:30:00;09:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE101;Pedagogia do Movimento Humano;Y;37;2ª feira;09:30:00;11:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE102;TEMAS EMERGENTES EM SAÚDE I;RG;30;Sábado;09:30:00;11:30:00;Padrão - (PD);38D;Departamento de Educação Física;1o. Semestre de 2017
BE102;TEMAS EMERGENTES EM SAÚDE I;TP;30;3ª feira;11:30:00;13:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE103;TEMAS EMERGENTES EM SAÚDE II;NL;30;3ª feira;11:30:00;13:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE103;TEMAS EMERGENTES EM SAÚDE II;NL1;30;5ª feira;11:30:00;13:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE104;TEMAS EMERGENTES EM ESPORTE I;JS;31;4ª feira;11:30:00;13:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE104;TEMAS EMERGENTES EM ESPORTE I;JS1;30;5ª feira;11:30:00;13:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE104;TEMAS EMERGENTES EM ESPORTE I;TP;30;4ª feira;11:30:00;13:30:00;Padrão - (PD);38D;Departamento de Educação Física;1o. Semestre de 2017
BE105;TEMAS EMERGENTES EM ESPORTE II;BT;30;5ª feira;11:30:00;13:30:00;Padrão - (PD);38D;Departamento de Educação Física;1o. Semestre de 2017
BE105;TEMAS EMERGENTES EM ESPORTE II;MR;30;3ª feira;11:30:00;13:30:00;Padrão - (PD);38D;Departamento de Educação Física;1o. Semestre de 2017
BE105;TEMAS EMERGENTES EM ESPORTE II;VP;30;2ª feira;11:30:00;13:30:00;Teórica;38D;Departamento de Educação Física;1o. Semestre de 2017
BE106;TEMAS EMERGERTES EM LAZER I;RS;30;2ª feira;09:30:00;11:30:00;Padrão - (PD);38D;Departamento de Educação Física;1o. Semestre de 2017
BE107;TEMAS EMERGENTES EM LAZER II;BT;45;2ª feira;11:30:00;13:30:00;Padrão - (PD);38D;Departamento de Educação Física;1o. Semestre de 2017
TEA001;INTRODUÇÃO À ENGENHARIA AMBIENTAL;A;70;4ª feira;13:30:00;15:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA005;MECÂNICA DOS SÓLIDOS I;A;62;5ª feira;07:30:00;09:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA005;MECÂNICA DOS SÓLIDOS I;A;62;3ª feira;07:30:00;09:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA006;QUÍMICA AMBIENTAL I;A;60;5ª feira;09:30:00;12:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA006;QUÍMICA AMBIENTAL I;A;60;3ª feira;09:30:00;12:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA007;TERMODINÂMICA AMBIENTAL;A;60;4ª feira;09:30:00;11:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA007;TERMODINÂMICA AMBIENTAL;A;60;6ª feira;09:30:00;11:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA007;TERMODINÂMICA AMBIENTAL;A;60;2ª feira;09:30:00;11:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA010;MATEMÁTICA APLICADA I;A;60;4ª feira;07:30:00;09:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA010;MATEMÁTICA APLICADA I;A;60;2ª feira;07:30:00;09:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA010;MATEMÁTICA APLICADA I;A;60;6ª feira;07:30:00;09:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA011;MECÂNICA DOS FLUIDOS AMBIENTAIS I;A;60;4ª feira;09:30:00;11:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA011;MECÂNICA DOS FLUIDOS AMBIENTAIS I;A;60;2ª feira;09:30:00;11:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA011;MECÂNICA DOS FLUIDOS AMBIENTAIS I;A;60;6ª feira;09:30:00;11:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA013;MATEMÁTICA APLICADA II;A;60;2ª feira;07:30:00;09:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA013;MATEMÁTICA APLICADA II;A;60;4ª feira;07:30:00;09:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA013;MATEMÁTICA APLICADA II;A;60;6ª feira;07:30:00;09:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA014;MECÂNICA DE FLUIDOS AMBIENTAIS II;A;40;6ª feira;09:30:00;11:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA014;MECÂNICA DE FLUIDOS AMBIENTAIS II;A;40;2ª feira;09:30:00;11:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA014;MECÂNICA DE FLUIDOS AMBIENTAIS II;A;40;4ª feira;09:30:00;11:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA016;ECOLOGIA APLICADA;A;60;4ª feira;13:30:00;16:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA016;ECOLOGIA APLICADA;A;60;2ª feira;13:30:00;16:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA018;HIDROLOGIA AMBIENTAL;A;60;2ª feira;13:30:00;15:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA018;HIDROLOGIA AMBIENTAL;A;60;4ª feira;13:30:00;15:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA021;TRATAMENTO DE RESÍDUOS SÓLIDOS E EFLUENTES;A;40;5ª feira;09:30:00;12:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA021;TRATAMENTO DE RESÍDUOS SÓLIDOS E EFLUENTES;A;40;3ª feira;09:30:00;12:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA022;HIDRODINÂMICA E QUALIDADE DA ÁGUA;A;60;5ª feira;07:30:00;09:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA022;HIDRODINÂMICA E QUALIDADE DA ÁGUA;A;60;3ª feira;07:30:00;09:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA025;TRABALHO DE CONCLUSÃO DE CURSO I;A;20;;;;;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA026;AUDITORIA AMBIENTAL;A;60;4ª feira;13:30:00;17:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA027;AVALIAÇÃO DE IMPACTO E LICENCIAMENTO AMBIENTAL;A;50;5ª feira;13:30:00;17:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA028;TRABALHO DE CONCLUSÃO DE CURSO II;A;20;;;;;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA029;ESTÁGIO SUPERVISIONADO EM ENGENHARIA AMBIENTAL;AF;4;;;;;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA029;ESTÁGIO SUPERVISIONADO EM ENGENHARIA AMBIENTAL;C;4;;;;;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA029;ESTÁGIO SUPERVISIONADO EM ENGENHARIA AMBIENTAL;E;4;;;;;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA029;ESTÁGIO SUPERVISIONADO EM ENGENHARIA AMBIENTAL;EG;5;;;;;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA029;ESTÁGIO SUPERVISIONADO EM ENGENHARIA AMBIENTAL;J;4;;;;;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA029;ESTÁGIO SUPERVISIONADO EM ENGENHARIA AMBIENTAL;M;4;;;;;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA029;ESTÁGIO SUPERVISIONADO EM ENGENHARIA AMBIENTAL;ME;4;;;;;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA029;ESTÁGIO SUPERVISIONADO EM ENGENHARIA AMBIENTAL;MG;4;;;;;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA029;ESTÁGIO SUPERVISIONADO EM ENGENHARIA AMBIENTAL;RA;4;;;;;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA029;ESTÁGIO SUPERVISIONADO EM ENGENHARIA AMBIENTAL;RG;4;;;;;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA029;ESTÁGIO SUPERVISIONADO EM ENGENHARIA AMBIENTAL;S;4;;;;;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA029;ESTÁGIO SUPERVISIONADO EM ENGENHARIA AMBIENTAL;SF;4;;;;;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA029;ESTÁGIO SUPERVISIONADO EM ENGENHARIA AMBIENTAL;T;4;;;;;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA034;TÓPICOS ESPECIAIS EM ENGENHARIA AMBIENTAL I;C;10;6ª feira;09:30:00;11:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA034;TÓPICOS ESPECIAIS EM ENGENHARIA AMBIENTAL I;N;11;6ª feira;09:30:00;11:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA035;TÓPICOS ESPECIAIS EM ENGENHARIA AMBIENTAL II;R;20;2ª feira;13:30:00;15:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA036;TÓPICOS ESPECIAIS EM ENGENHARIA AMBIENTAL III;E;16;2ª feira;13:30:00;15:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA040;TÓPICOS ESPECIAIS EM ENGENHARIA AMBIENTAL VII;M;40;6ª feira;07:30:00;11:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA040;TÓPICOS ESPECIAIS EM ENGENHARIA AMBIENTAL VII;ZAN;15;3ª feira;13:30:00;15:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA040;TÓPICOS ESPECIAIS EM ENGENHARIA AMBIENTAL VII;ZAN;15;5ª feira;13:30:00;15:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA041;TÓPICOS ESPECIAIS EM ENGENHARIA AMBIENTAL VIII;E;40;4ª feira;15:30:00;17:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA041;TÓPICOS ESPECIAIS EM ENGENHARIA AMBIENTAL VIII;E;40;2ª feira;15:30:00;17:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA041;TÓPICOS ESPECIAIS EM ENGENHARIA AMBIENTAL VIII;RA;15;2ª feira;09:30:00;11:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA041;TÓPICOS ESPECIAIS EM ENGENHARIA AMBIENTAL VIII;RA;15;4ª feira;09:30:00;11:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA042;TÓPICOS ESPECIAIS EM ENGENHARIA AMBIENTAL IX;A;15;6ª feira;09:30:00;11:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA042;TÓPICOS ESPECIAIS EM ENGENHARIA AMBIENTAL IX;C;40;5ª feira;09:30:00;11:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA042;TÓPICOS ESPECIAIS EM ENGENHARIA AMBIENTAL IX;C;40;3ª feira;09:30:00;11:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA043;DIREITO AMBIENTAL;A;60;5ª feira;13:30:00;17:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA756;MECÂNICA DOS FLUÍDOS AMBIENTAL AVANÇADA;A;10;3ª feira;09:30:00;11:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA756;MECÂNICA DOS FLUÍDOS AMBIENTAL AVANÇADA;A;10;5ª feira;09:30:00;11:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA776;PROGRAMAÇÃO CIENTÍFICA EM LINGUAGEM FORTRAN;A;10;3ª feira;13:30:00;15:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA776;PROGRAMAÇÃO CIENTÍFICA EM LINGUAGEM FORTRAN;A;10;5ª feira;13:30:00;15:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA784;FUNDAMENTOS DE ENGENHARIA AMBIENTAL;A;10;4ª feira;07:30:00;09:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEA784;FUNDAMENTOS DE ENGENHARIA AMBIENTAL;A;10;2ª feira;07:30:00;09:30:00;Teórica;23A;Departamento de Engenharia Ambiental;1o. Semestre de 2017
TEB002;ESTÁGIO EM INDÚSTRIA DE BIOTECNOLOGIA I;A;12;2ª feira;08:00:00;12:00:00;Estágio;24A;Departamento de Engenharia de Bioprocessos e Biotecnologia;1o. Semestre de 2017
TEB002;ESTÁGIO EM INDÚSTRIA DE BIOTECNOLOGIA I;A;12;3ª feira;08:00:00;12:00:00;Estágio;24A;Departamento de Engenharia de Bioprocessos e Biotecnologia;1o. Semestre de 2017
TEB002;ESTÁGIO EM INDÚSTRIA DE BIOTECNOLOGIA I;A;12;4ª feira;08:00:00;12:00:00;Estágio;24A;Departamento de Engenharia de Bioprocessos e Biotecnologia;1o. Semestre de 2017
TEB002;ESTÁGIO EM INDÚSTRIA DE BIOTECNOLOGIA I;A;12;5ª feira;08:00:00;12:00:00;Estágio;24A;Departamento de Engenharia de Bioprocessos e Biotecnologia;1o. Semestre de 2017
TEB002;ESTÁGIO EM INDÚSTRIA DE BIOTECNOLOGIA I;A;12;6ª feira;08:00:00;12:00:00;Estágio;24A;Departamento de Engenharia de Bioprocessos e Biotecnologia;1o. Semestre de 2017
TEB002;ESTÁGIO EM INDÚSTRIA DE BIOTECNOLOGIA I;B;5;6ª feira;13:00:00;17:00:00;Estágio;24A;Departamento de Engenharia de Bioprocessos e Biotecnologia;1o. Semestre de 2017
TEB002;ESTÁGIO EM INDÚSTRIA DE BIOTECNOLOGIA I;B;5;4ª feira;13:00:00;17:00:00;Estágio;24A;Departamento de Engenharia de Bioprocessos e Biotecnologia;1o. Semestre de 2017
TEB002;ESTÁGIO EM INDÚSTRIA DE BIOTECNOLOGIA I;B;5;3ª feira;13:00:00;17:00:00;Estágio;24A;Departamento de Engenharia de Bioprocessos e Biotecnologia;1o. Semestre de 2017
TEB002;ESTÁGIO EM INDÚSTRIA DE BIOTECNOLOGIA I;B;5;5ª feira;13:00:00;17:00:00;Estágio;24A;Departamento de Engenharia de Bioprocessos e Biotecnologia;1o. Semestre de 2017
TEB002;ESTÁGIO EM INDÚSTRIA DE BIOTECNOLOGIA I;B;5;2ª feira;13:00:00;17:00:00;Estágio;24A;Departamento de Engenharia de Bioprocessos e Biotecnologia;1o. Semestre de 2017
TEB004;TÉCNICAS MOLECULARES APLICADAS À BIOTECNOLOGIA;A;10;5ª feira;13:30:00;15:30:00;Teórica;24A;Departamento de Engenharia de Bioprocessos e Biotecnologia;1o. Semestre de 2017
TEB004;TÉCNICAS MOLECULARES APLICADAS À BIOTECNOLOGIA;A;10;5ª feira;15:30:00;17:30:00;Prática;24A;Departamento de Engenharia de Bioprocessos e Biotecnologia;1o. Semestre de 2017
TEB006;CONTROLE DE QUALIDADE NA INDÚSTRIA DE BIOPRODUTOS;A;10;6ª feira;13:30:00;15:30:00;Teórica;24A;Departamento de Engenharia de Bioprocessos e Biotecnologia;1o. Semestre de 2017
